MATRICULA;RAZON SOCIAL;MUN-COMERCIAL;EMAIL-COMERCIAL;CIIU-1;ACTIVIDAD
94791;DOUGLAS PERFUMERIA CARTAGO;76147 - CARTAGO;david@szentmiklossy.hu;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;PERFUMERÍA
94878;VIVA FELIZ CON UNA SONRISA RADIANTE;76400 - LA UNION;estebanandres7@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE INSUMOS PARA ODONTOLOGÍA
95184;TIENDA NATURISTA BIOMEDICINA;76147 - CARTAGO;jesusantonioparedes74@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS MEDICINALES NATURALES
95495;DROGUERIA DISFARMA GC SAS EL AGUILA;76243 - EL AGUILA;contabilidad2@disfarma.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
95683;CASA ODONTOLOGICA JOHANA ACEVEDO;76147 - CARTAGO;johanacevedo2017@icloud.com;G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y DE TOCADOR.
95796;DROGUERIA  MEDICNAX;76147 - CARTAGO;drogueria.medicnax@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y DE TOCADOR.
95993;CENTRO ODONTOLOGICO SMILE PLUS;76147 - CARTAGO;victormanuelvc@yahoo.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  FABRICACION DE INSTRUMENTOS  APARATOS Y MATERIALES MEDICOS Y ODONTOLOGICOS (INCLUIDO MOBILIARIO)
96070;MUJER BONITA CARTAGO;76147 - CARTAGO;luzadelismosquera081@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS COSMÉTICOS Y DE TOCADOR
96120;NAMASTE CENTRO NATURISTA;76147 - CARTAGO;francita2930@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
96125;CREATIVO DENTAL;76400 - LA UNION;eduardoidarragar30@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;ELABORACIÓN CONFECCIÓN Y COMERCIALIZACIÓN DE APARATOLOGIA  ORAL.
96149;SALUD Y BELLEZA ELITE;76622 - ROLDANILLO;a2d@hotmail.es;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO DE PRODUCTOS COSMETICOS AGENCIA DE MODELAJE Y PREPARACIÓN FÍSICA PARA EVENTOS  CORRESPONSAL BANCARIO
96295;PARAISO DEL MAQUILLAJE;76147 - CARTAGO;colombiana41191@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS (VENTA DE PRODUCTOS DE MAQUILLAJE)  PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA (MAQUILLAJE)
96331;DISTRIBUIDORA DE BELLEZA MACA (MAQUILLAJE Y CABELLO);76147 - CARTAGO;distribuidorabellezamaca@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE ARTÍCULOS DE BELLEZA  CALZADO  PRENDAS DE VESTIR Y ACCESORIOS.
96391;DROGUERIA PRADO NORTE;76147 - CARTAGO;julianjulian-1989@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
96393;TIENDA COSMETICA KALU;76497 - OBANDO;karenbenavidesp@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;ERROR: #NAME?
96564;COMERCIALIZADORA GARCIA ADAMES;76147 - CARTAGO;angielorenagarciaagudelo2017@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS  NATURALES
96579;TIENDA DE BELLEZA TENTACIONES;76400 - LA UNION;mcamilafh@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA
96645;CROMANTIC NUESTRO CARTAGO;76147 - CARTAGO;admon.financiera@prosalon.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados
96724;CASA ODONTOLOGICA NATALIA MENDEZ;76147 - CARTAGO;nataliamendezholguin@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;CASA ODONTOLOGICA
96731;SHAMPOO ISABELLA;76147 - CARTAGO;shampooisabella@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;SSSS
96796;VAPU;76147 - CARTAGO;vapustore0@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE VAPORIZADORES Y E-LIQUIDS  VENTA Y CONSUMO DE LICOR DENTRO DEL ESTABLECIMIENTO.
96852;TIENDA COSMOBELLEZA;76147 - CARTAGO;diana.c.27@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS DE BELLEZA
96885;EBANOS;76147 - CARTAGO;vanethebest-16@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS DE BELLEZA
96940;FARMACIA PASTEUR NUESTRO CARTAGO;76147 - CARTAGO;mortega@pasteur.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
97045;DROGUERIA MODERNA LA 4A;76020 - ALCALA;john_1217armenia@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
97092;DROGUERIA COMFANDI CLINICA CARTAGO;76147 - CARTAGO;recepcionfacturaelectronica@comfandi.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;Comercio al por mayor de productos farmacéuticos  medicinales y comercio al por menor de productos alimenticios
97093;DROGUERIA COMFANDI CARTAGO PRINCIPAL;76147 - CARTAGO;recepcionfacturaelectronica@comfandi.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;Comercio al por mayor de productos farmacéuticos  medicinales y comercio al por menor de productos alimenticios
97111;BOTICA DE LA PIEL;76147 - CARTAGO;administracion@boticadelapiel.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS.
97137;FUSION NATURAL;76147 - CARTAGO;ricardolondono1984@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
97311;DROGUERIA COMFANDI SAN NICOLAS CARTAGO;76147 - CARTAGO;maritzaramirez@comfandi.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
97320;DROGUERIA  SUPERDROGAS CARTAGO;76147 - CARTAGO;mallelanicole2013@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS  ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS  COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTICULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS
97367;TIENDA MEDICA LA UNION;76400 - LA UNION;andreagonzalesm@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA Y ALQUILER DE EQUIPOS MÉDICOS  ORTOPÉDICOS Y ODONTOLOGICOS.
97404;TIENDA DE LA BELLEZA LIZZ;76147 - CARTAGO;yinaliceth26@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE ARTÍCULOS DE BELLEZA  MAQUILLAJE  TINTES  SHAMPOOS  TRATAMIENTOS CAPILARES  ESMALTES Y ACCESORIOS RELACIONADOS CON EL MANICURE  ASÍ MISMO ACCESORIOS PARA EL CUIDADO DEL CABELLO.
97555;ENSALUD DROGUERIA ROLDANILLO;76622 - ROLDANILLO;contabilidad@ensalud.com.co;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
97618;BELLEZA Y VARIEDADES PAO;76147 - CARTAGO;grajalespaola048@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS DE BELLEZA Y VARIEDADES
97635;TP3815 NUESTRO CARTAGO DROGUERIA;76147 - CARTAGO;notificaciones@la14.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICAMENTOS  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
97725;DROGUERIA Y TIENDA NATURISTA MAGIA DE LA NATURALEZA;76147 - CARTAGO;tnmagiadelanaturaleza@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS FARMACEUTICOS Y NATURISTAS
97779;DROGUERIA DROSALUD NORTE;76147 - CARTAGO;linafernandaguzman@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
97842;COMERCIALIZADOR DE MEDICAMENTOS RIS RR;76622 - ROLDANILLO;richirendon58@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS
97881;BELLAROMA LA UNION;76400 - LA UNION;isabel0608santana@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE FRAGANCIA
97909;VETERINARIA EL CEBU;76250 - EL DOVIO;ram7r10@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;EL COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS VETERINARIOS Y ACTIVIDADES VETERINARIAS.
98048;ELIXIR ALCALA;76020 - ALCALA;luisgaitan.04@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PERFUMES Y ACCESORIOS- ACTIVIDADES DE FOTOGRAFIA
98062;ALMACANINA;76147 - CARTAGO;edwinalzate27@live.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE COMIDA PARA MASCOTAS Y SUS ACCESORIOS
98193;DROGUERIA LA 6TA;76147 - CARTAGO;documentoscartago@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
98206;DROGUERIA EL PUEBLO VERSALLES;76863 - VERSALLES;rosa58toro@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
98271;MUJER VANIDOSA Y MAS;76041 - ANSERMANUEVO;lopezcorzo1981@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
98481;SUPER NATURAL; YOPAL;mauro02099@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURISTAS
98776;AMERICAN NATURAL  LIGTH;76147 - CARTAGO;josebanderas1955@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS  Y MEDICINALES  NATURALES Y ESOTERICOS
9880;DROGUERIA ULLOA;76845 - ULLOA;fernando.drogueria.ulloa@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS FARMACÉUTICOS Y DE TOCADOR
98955;DROGUERIA LA MILAGROSA J.C;76400 - LA UNION;carolina26gonzalez@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO
98968;TIENDA NATURISTA MIEL Y LIMON;76147 - CARTAGO;locotrovador07@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;TIENDA NATURISTA
99005;DROGUERIA PHARMACOL JF;76400 - LA UNION;olgarestrepo1963@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;DROGUERIA
99041;LA DROGUERÍA DE RUBY; YOPAL;johbel1234@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS.
99110;DROGUERIA DON SALUDERO;76622 - ROLDANILLO;carito-9221@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
99256;TIENDA NATURISTA EL NATAN;76250 - EL DOVIO;sofimosomo@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE PRODUCTOS NATURALES
99287;FARMA NATURAL CARTAGO;76147 - CARTAGO;farmanaturalcartago@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;Comercio al por menor de productos cosmeticos y articulos de tocador en establecimientos especializados
99311;DFM - BATALLÓN DE INFANTERÍA NO 23 VENCEDORES - CARTAGO;76147 - CARTAGO;jbustos@eticos.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL DETAL DE PRODUCTOS FARMACEUTICOS  MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR
99366;FARMACIA & MULTISERVICIOS LA AVENIDA 24 HORAS;76622 - ROLDANILLO;lizville31@hotmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA DE MEDICAMENTOS PARA EL CONSUMO HUMANO Y VENTA DE DULCES
99532;BEAUTY SPACE;76147 - CARTAGO;alexa2325.asm@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS
99574;DEPOSITO DENTAL PRODENTAL;76147 - CARTAGO;miguel36rincon@yahoo.com.mx;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION DE INSUMOS ODONTOLOGICOS
99599;FARMIAGUILA;76243 - EL AGUILA;farmiaguila@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;VENTA  DISPENSACIÓN Y DISTRIBUCIÓN DE MEDICAMENTOS  INSUMOS  DISPOSITIVOS Y EQUIPOS  MÉDICOS.RECAUDO Y PAGO PARA EMPRESAS DEL SECTOR PUBLICO Y PRIVADO. ATENCIÓN COMO CORRESPONSAL BANCARIO Y NO BANCARIO COMERCIO AL POR MENOR VARIEDADES Y ACTIVIDADES DE MENSAJERIA
99630;DROGUERIA EL PATO EL AGUILA;76243 - EL AGUILA;diezluisfernando17@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES  COSMÉTICOS Y ARTÍCULOS DE TOCADOR
99680;OPERADOR LOGISTICO CIUDAD INTEGRAL;76622 - ROLDANILLO;fucinte.rolda@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
99829;TIENDA M & N DIVINE;76147 - CARTAGO;juancarlosvilladag13@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIALIZACION Y DISTRIBUCION DE PRODUCTOS DE BELLEZA
99854;DROGUERIA YOLIMA;76497 - OBANDO;drogueriayolima1@gmail.com;G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados;COMERCIO AL POR MENOR DE PRODUCTOS FARMACéUTICOS Y MEDICINALES  COSMéTICOS Y ARTíCULOS DE TOCADOR
